OBJECTID,Animal_Lab_ID,Event,Date,LinkToTest,OpenLink,LinkToMre,LinkMoreOpen,Year,SpeciesNameEng,RegionEng,RegionHeb,SpeciesNameHeb,Species,SettlementHeb,SettlementEng,LocationNotSettlementEng,LocationNotSettlementHeb,GlobalID,CreationDate,Creator,EditDate,Editor,x,y
753,A00537166,45.0,2025-07-01,https://www.gov.il/BlobFolder/reports/alma-report_44-date-01_07_2025/he/rabies-in-alma-report_44-date-01_07_2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/alma-report_44-date-01_07_2025/he/rabies-in-alma-report_44-date-01_07_2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/alma-report_44-date-01_07_2025/he/rabies-in-dalton-number-44-date-7-7-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/alma-report_44-date-01_07_2025/he/rabies-in-dalton-number-44-date-7-7-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2025,Dog,Galil Golan,גליל גולן,כלב,VII B,עלמה,Alma,,,b33533a4-9d00-4ec8-b70d-a9eb6a93d110,2025-07-03 11:30:39.471000,vet1,2025-07-16 09:34:43.440000,vet1,35.50409929632578,33.05121008450796
761,A00536221,43.0,2025-06-16,https://www.gov.il/BlobFolder/reports/rabies_yesod_hamale_number_43_16-6-2025/he/rabies-in-yesod_hamale-report_43-date-16-6-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/rabies_yesod_hamale_number_43_16-6-2025/he/rabies-in-yesod_hamale-report_43-date-16-6-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/rabies_yesod_hamale_number_43_16-6-2025/he/rabies-in-yesod_hamale-number-43-date-16-6-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/rabies_yesod_hamale_number_43_16-6-2025/he/rabies-in-yesod_hamale-number-43-date-16-6-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2025,Jackal,Galil Golan,גליל גולן,תן,VII A,יסוד המעלה,Yesud Hama'Ala,,,2f3c5e80-77ad-4d23-8e28-0d030e26cf6c,2025-07-16 09:45:22.273999,vet1,2025-07-16 09:45:22.273999,vet1,35.60844640475454,33.06011934283986
762,A00535779,42.0,2025-06-10,https://www.gov.il/BlobFolder/reports/shdemot_dvora-42-date-10-6-2025/he/rabies-in-shdemot_dvora-report_42-date-10-6-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/shdemot_dvora-42-date-10-6-2025/he/rabies-in-shdemot_dvora-report_42-date-10-6-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/shdemot_dvora-42-date-10-6-2025/he/rabies-in-shdemot_dvora-number-42-date-10-6-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/shdemot_dvora-42-date-10-6-2025/he/rabies-in-shdemot_dvora-number-42-date-10-6-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2025,Jackal,Galil Golan,גליל גולן,תן,VII A,שדמות דבורה,Shadmot Devora,,,76e4b6d5-76e8-44a9-85b1-b729e4b9aa7b,2025-07-16 10:34:40.507000,vet1,2025-07-16 10:34:40.507000,vet1,35.436833867736304,32.69783850654195
752,A00535520,41.0,2025-06-05,https://www.gov.il/BlobFolder/reports/rabies-kfar_kish-41-date-5-6-2025/he/rabies-in-kfar_kish-report_41-date-5-6-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/rabies-kfar_kish-41-date-5-6-2025/he/rabies-in-kfar_kish-report_41-date-5-6-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/rabies-kfar_kish-41-date-5-6-2025/he/rabies-in-kfar_kish-number-41-date-5-6-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/rabies-kfar_kish-41-date-5-6-2025/he/rabies-in-kfar_kish-number-41-date-5-6-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2025,Cattle,Galil Golan,גליל גולן,בקר,,כפר קיש,Kefar Kisch,,,69f2cfc4-7006-40ee-8536-f83ae0e03a6c,2025-06-05 13:55:59.664999,vet1,2025-06-05 13:55:59.664999,vet1,35.446778978820745,32.66712404105216
751,A00535348,40.0,2025-06-04,https://www.gov.il/BlobFolder/reports/rabies-in-lotem_40-date_4-6-2025/he/rabies-in-lotem-report_40-date_4-6-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/rabies-in-lotem_40-date_4-6-2025/he/rabies-in-lotem-report_40-date_4-6-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/rabies-in-lotem_40-date_4-6-2025/he/rabies_in_lotem_number_40-date_4-6-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/rabies-in-lotem_40-date_4-6-2025/he/rabies_in_lotem_number_40-date_4-6-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2025,Cat,Galil Maaravi,גליל מערבי,חתול,VII B,לוטם,Lotem,,,1c73c378-86fa-4a71-a959-41261e1be620,2025-06-05 07:10:20.971000,vet1,2025-07-16 10:37:21.842999,vet1,35.35632967724608,32.88401920422016
750,A00535217,39.0,2025-06-03,https://www.gov.il/BlobFolder/reports/majdel_shams-report_39-date-03_06_25/he/rabies-in_majdel_shams-report_39-date-03_06_2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/majdel_shams-report_39-date-03_06_25/he/rabies-in_majdel_shams-report_39-date-03_06_2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/majdel_shams-report_39-date-03_06_25/he/rabies-in-magdek%20shams-number-39-date-3-6-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/majdel_shams-report_39-date-03_06_25/he/rabies-in-magdek%20shams-number-39-date-3-6-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2025,Jackal,Galil Golan,גליל גולן,תן,VII B,מג'דל שמס,Majdal Shams,,,8f2bf811-aa3b-497f-91a8-756a2d6ea49a,2025-06-03 09:19:54.167000,vet1,2025-07-16 10:38:11.390000,vet1,35.767840663476505,33.27126833267948
749,A00535102,38.0,2025-05-28,https://www.gov.il/BlobFolder/reports/rabies-in_shomera-report_38-date-28-5-2025/he/rabies-in_shomera-report_38-date-28-5-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/rabies-in_shomera-report_38-date-28-5-2025/he/rabies-in_shomera-report_38-date-28-5-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/rabies-in_shomera-report_38-date-28-5-2025/he/rabies-in_shomera_38-date-28-5-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/rabies-in_shomera-report_38-date-28-5-2025/he/rabies-in_shomera_38-date-28-5-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2025,Cattle,Galil Maaravi,גליל מערבי,בקר,VII B,שומרה,Shomera,,,31b4264e-6721-4b1a-a5d1-43930b53e399,2025-05-28 13:39:44.980000,vet1,2025-07-16 10:39:18.242000,vet1,35.282897130935304,33.08422410433587
748,A00534299,37.0,2025-05-20,https://www.gov.il/BlobFolder/reports/rabies-in_sarona_37-date-20-5-2025/he/rabies-in_sarona_report_37-date-20-5-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/rabies-in_sarona_37-date-20-5-2025/he/rabies-in_sarona_report_37-date-20-5-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/rabies-in_sarona_37-date-20-5-2025/he/rabies-in-sharona-number-37-date-20-5-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/rabies-in_sarona_37-date-20-5-2025/he/rabies-in-sharona-number-37-date-20-5-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2025,Dog,Galil Golan,גליל גולן,כלב, VII A,שרונה,Sharona,,,1ddd7aac-62ab-49bd-b092-800a0951a49c,2025-05-20 13:58:14.648999,vet1,2025-07-16 10:40:29.959000,vet1,35.468463760327175,32.72652556631527
747,A00534230,36.0,2025-05-19,https://www.gov.il/BlobFolder/reports/rabies-in_ramat_magshimim-date-19-5-2025/he/rabies-in_ramat_magshimim-report_36-date-19-5-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/rabies-in_ramat_magshimim-date-19-5-2025/he/rabies-in_ramat_magshimim-report_36-date-19-5-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/rabies-in_ramat_magshimim-date-19-5-2025/he/rabies-in-ramat-magshimim-number-36-date-19-5-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/rabies-in_ramat_magshimim-date-19-5-2025/he/rabies-in-ramat-magshimim-number-36-date-19-5-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2025,Cattle,Galil Golan,גליל מערבי,בקר,VII B,רמת מגשימים,Ramat Magshimim,,,974f7f29-6667-45ae-97ae-f01219bc2fab,2025-05-20 12:14:38.864999,vet1,2025-07-16 10:41:55.010999,vet1,35.80682510845945,32.84439460392624
745,A00533928,34.0,2025-05-14,https://www.gov.il/BlobFolder/reports/yavniel-report_34-date_14-5-2025/he/rabies-in-yavniell-number-34-date-15-5-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/yavniel-report_34-date_14-5-2025/he/rabies-in-yavniell-number-34-date-15-5-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/yavniel-report_34-date_14-5-2025/he/rabies-in-yavniell-report_34-date-15-5-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/yavniel-report_34-date_14-5-2025/he/rabies-in-yavniell-report_34-date-15-5-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2025,Jackal,Galil Golan,גליל גולן,תן,VII A,יבנאל,Yavne'El,,,7febe8a0-3256-4086-a15b-0797cf875f06,2025-05-15 08:40:28.634000,vet1,2025-07-16 10:45:27.188999,vet1,35.501452592590326,32.71423770021517
746,A00533922,35.0,2025-05-14,https://www.gov.il/BlobFolder/reports/rabies-in-kerem_ben_zimra-number-35/he/rabies-in-kerem_ben_zimra-report_35-date-15-3-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/rabies-in-kerem_ben_zimra-number-35/he/rabies-in-kerem_ben_zimra-report_35-date-15-3-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/rabies-in-kerem_ben_zimra-number-35/he/rabies-in-kerem_ben_zimra-number-35-date-15-3-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/rabies-in-kerem_ben_zimra-number-35/he/rabies-in-kerem_ben_zimra-number-35-date-15-3-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2025,Jackal,Galil Golan,גליל גולן,תן,VII B,כרם בן זמרה,Kerem Ben Zimra,,,3ef5651e-8619-4c64-abe1-85050084f8d0,2025-05-15 08:42:15.131000,vet1,2025-07-16 10:42:53.136000,vet1,35.468336391540554,33.04155194289504
743,00532283A,33.0,2025-04-22,https://www.gov.il/BlobFolder/reports/aramshe_report_33-date_22-4-2025/he/aramshe_report_33-date_22-4-2025.pdf_.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/aramshe_report_33-date_22-4-2025/he/aramshe_report_33-date_22-4-2025.pdf_.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/aramshe_report_33-date_22-4-2025/he/rabies-in-aramshal-number-33-date-21-4-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/aramshe_report_33-date_22-4-2025/he/rabies-in-aramshal-number-33-date-21-4-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2025,Jackal,Galil Golan,גליל גולן,תן,VII A,עראמשה*,Aramsha,,,59fd8f9f-6daa-4448-8457-08aa89c9ba1c,2025-04-22 07:07:53.311000,vet1,2025-07-16 10:44:32.635000,vet1,35.23153573547378,33.090057424259896
742,00532026A,32.0,2025-04-14,https://www.gov.il/BlobFolder/reports/abies-in-iksal-report-32-date-14-4-2025/he/rabies-in-iksal-report-32-date-14-4-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/abies-in-iksal-report-32-date-14-4-2025/he/rabies-in-iksal-report-32-date-14-4-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/abies-in-iksal-report-32-date-14-4-2025/he/rabies-in-acsael-number-32-date14-4-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/abies-in-iksal-report-32-date-14-4-2025/he/rabies-in-acsael-number-32-date14-4-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2025,Dog,Amakim,עמקים,כלב,,אכסאל,Iksal,,,c491408d-b689-4ac8-a5f9-8e3bc72860ca,2025-04-14 12:24:17.667000,vet1,2025-04-20 07:31:36.122999,vet1,35.33058088524189,32.68423883522454
741,A00531968,31.0,2025-04-10,https://www.gov.il/BlobFolder/reports/report_31-date-10-4-2025/he/rabies-in-bet%20hlell-number-31-date-10-4-2025%20(1).pdf,"<a href=""https://www.gov.il/BlobFolder/reports/report_31-date-10-4-2025/he/rabies-in-bet%20hlell-number-31-date-10-4-2025%20(1).pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/report_31-date-10-4-2025/he/rabies-in-bet%20hlell-report_31-date-10-4-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/report_31-date-10-4-2025/he/rabies-in-bet%20hlell-report_31-date-10-4-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2025,Cattle,Galil Golan,גליל גולן,בקר,VII A,בית הלל,Bet Hillel,,,63488197-2364-4c25-95c6-516089c12a5f,2025-04-09 13:35:55.536000,vet1,2025-07-16 10:47:04.877000,vet1,35.605559494674836,33.20581368550299
740,A00531668,30.0,2025-04-07,https://www.gov.il/BlobFolder/reports/nahal_aviv-report_30-date-7-4-2025/he/rabies_in-nahal_avivl-report_30-date-7-4-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/nahal_aviv-report_30-date-7-4-2025/he/rabies_in-nahal_avivl-report_30-date-7-4-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/nahal_aviv-report_30-date-7-4-2025/he/rabies-in-nahal_avivl-number-30-date-7-4-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/nahal_aviv-report_30-date-7-4-2025/he/rabies-in-nahal_avivl-number-30-date-7-4-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2025,Jackal,Galil Golan,גליל גולן,תן,VII A,אביבים,Avivim,,,20f07c5e-0ab4-4838-b905-4d38740c1eb9,2025-04-09 10:31:32.894000,vet1,2025-04-09 10:31:32.894000,vet1,35.47547319049077,33.08956562856152
739,A00531251,29.0,2025-04-06,https://www.gov.il/BlobFolder/reports/maanit-report-29-date-06-4-2025/he/rabies-in-maanit-report-29-date-06-4-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/maanit-report-29-date-06-4-2025/he/rabies-in-maanit-report-29-date-06-4-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/maanit-report-29-date-06-4-2025/he/rabies-in-maanit-number-29-date-6-4-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/maanit-report-29-date-06-4-2025/he/rabies-in-maanit-number-29-date-6-4-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2025,Dog,Hasharon,,כלב,VII B,מענית,Ma'Anit,,,ad3055e8-a016-487d-bad7-aacf27488c07,2025-04-06 15:12:33.499000,vet1,2025-07-16 10:50:16.805000,vet1,35.029763203704825,32.458286922152375
738,A00531317,28.0,2025-04-01,https://www.gov.il/BlobFolder/reports/rabies-in-avivim_zhl-number_28-date-1-4-2025/he/rabies-in-avivim_zhl-report_28-date-1-4-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/rabies-in-avivim_zhl-number_28-date-1-4-2025/he/rabies-in-avivim_zhl-report_28-date-1-4-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",https://www.gov.il/BlobFolder/reports/rabies-in-avivim_zhl-number_28-date-1-4-2025/he/rabies-in-avivim_zhl-number_28-date-1-4-2025.pdf,"<a href=""https://www.gov.il/BlobFolder/reports/rabies-in-avivim_zhl-number_28-date-1-4-2025/he/rabies-in-avivim_zhl-number_28-date-1-4-2025.pdf"" target=""_blank"" > לפתיחה לחץ כאן</a>",2025,Dog,Galil Golan,,כלב,VII A,אביבים,Avivim,,,890fded9-7d47-4e69-8d69-794cb7022c72,2025-04-06 09:12:32.016000,vet1,2025-07-16 10:51:43.453999,vet1,35.468392158691266,33.08917011987186
