Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2005,Jul-Dec 2005,Americas,Brazil,"Ceara","Rabies virus (Inf. with)","",Both animal categories,"",-,-,16,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Ceara","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,5,0,0,5,-
2005,Jul-Dec 2005,Americas,Brazil,"Ceara","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,2,0,0,2,-
2005,Jul-Dec 2005,Americas,Brazil,"Ceara","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,9,0,0,9,-
2005,Jul-Dec 2005,Americas,Brazil,"Distrito Federal","Rabies virus (Inf. with)","",Both animal categories,"",-,-,7,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Distrito Federal","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,3,0,0,3,-
2005,Jul-Dec 2005,Americas,Brazil,"Distrito Federal","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,4,0,0,4,-
2005,Jul-Dec 2005,Americas,Brazil,"Espirito Santo","Rabies virus (Inf. with)","",Both animal categories,"",-,-,13,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Espirito Santo","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,9,0,0,9,-
2005,Jul-Dec 2005,Americas,Brazil,"Espirito Santo","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,2,0,0,2,-
2005,Jul-Dec 2005,Americas,Brazil,"Espirito Santo","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Brazil,"Espirito Santo","Rabies virus (Inf. with)","",Domestic,"Swine",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Brazil,"Goias","Rabies virus (Inf. with)","",Both animal categories,"",-,-,123,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Goias","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,133,0,0,133,-
2005,Jul-Dec 2005,Americas,Brazil,"Goias","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,26,0,0,26,-
2005,Jul-Dec 2005,Americas,Brazil,"Goias","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Brazil,"Goias","Rabies virus (Inf. with)","",Domestic,"Swine",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Brazil,"Goias","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Brazil,"Maranhao","Rabies virus (Inf. with)","",Both animal categories,"",-,-,13,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Maranhao","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,11,0,0,11,-
2005,Jul-Dec 2005,Americas,Brazil,"Maranhao","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Brazil,"Maranhao","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Brazil,"Mato Grosso Do Sul","Rabies virus (Inf. with)","",Both animal categories,"",-,-,17,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Mato Grosso Do Sul","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,20,0,0,20,-
2005,Jul-Dec 2005,Americas,Brazil,"Mato Grosso","Rabies virus (Inf. with)","",Both animal categories,"",-,-,40,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Mato Grosso","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,129,0,0,129,-
2005,Jul-Dec 2005,Americas,Brazil,"Mato Grosso","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,6,0,0,6,-
2005,Jul-Dec 2005,Americas,Brazil,"Mato Grosso","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Brazil,"Mato Grosso","Rabies virus (Inf. with)","",Domestic,"Swine",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Brazil,"Minas Gerais","Rabies virus (Inf. with)","",Both animal categories,"",-,-,168,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Minas Gerais","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,154,0,0,154,-
2005,Jul-Dec 2005,Americas,Brazil,"Minas Gerais","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,12,0,0,12,-
2005,Jul-Dec 2005,Americas,Brazil,"Minas Gerais","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,3,0,0,3,-
2005,Jul-Dec 2005,Americas,Brazil,"Para","Rabies virus (Inf. with)","",Both animal categories,"",-,-,20,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Para","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,28,0,0,28,-
2005,Jul-Dec 2005,Americas,Brazil,"Para","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,2,0,0,2,-
2005,Jul-Dec 2005,Americas,Brazil,"Paraiba","Rabies virus (Inf. with)","",Both animal categories,"",-,-,4,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Paraiba","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,7,0,0,7,-
2005,Jul-Dec 2005,Americas,Brazil,"Parana","Rabies virus (Inf. with)","",Both animal categories,"",-,-,34,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Parana","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,26,0,0,26,-
2005,Jul-Dec 2005,Americas,Brazil,"Parana","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Brazil,"Parana","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,7,0,0,7,-
2005,Jul-Dec 2005,Americas,Brazil,"Pernambuco","Rabies virus (Inf. with)","",Both animal categories,"",-,-,20,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Pernambuco","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,9,0,0,9,-
2005,Jul-Dec 2005,Americas,Brazil,"Pernambuco","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Brazil,"Pernambuco","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,10,0,0,10,-
2005,Jul-Dec 2005,Americas,Brazil,"Piaui","Rabies virus (Inf. with)","",Both animal categories,"",-,-,14,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Piaui","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,4,0,0,4,0
2005,Jul-Dec 2005,Americas,Brazil,"Piaui","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,10,0,0,10,-
2005,Jul-Dec 2005,Americas,Brazil,"Rio De Janeiro","Rabies virus (Inf. with)","",Both animal categories,"",-,-,49,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Rio De Janeiro","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,43,0,0,43,-
2005,Jul-Dec 2005,Americas,Brazil,"Rio De Janeiro","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,7,0,0,7,-
2005,Jul-Dec 2005,Americas,Brazil,"Rio Grande Do Norte","Rabies virus (Inf. with)","",Both animal categories,"",-,-,6,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Rio Grande Do Norte","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,11,0,0,11,-
2005,Jul-Dec 2005,Americas,Brazil,"Rio Grande Do Norte","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,8,0,0,8,-
2005,Jul-Dec 2005,Americas,Brazil,"Rio Grande Do Sul","Rabies virus (Inf. with)","",Both animal categories,"",-,-,10,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Rio Grande Do Sul","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,39,0,0,39,-
2005,Jul-Dec 2005,Americas,Brazil,"Rondonia","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Rondonia","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,2,0,0,2,-
2005,Jul-Dec 2005,Americas,Brazil,"Rondonia","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Brazil,"Santa Catarina","Rabies virus (Inf. with)","",Both animal categories,"",-,-,44,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Santa Catarina","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,73,0,0,73,-
2005,Jul-Dec 2005,Americas,Brazil,"Santa Catarina","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Brazil,"Sao Paulo","Rabies virus (Inf. with)","",Both animal categories,"",-,-,66,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Sao Paulo","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,21,0,0,21,-
2005,Jul-Dec 2005,Americas,Brazil,"Sao Paulo","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,6,0,0,6,-
2005,Jul-Dec 2005,Americas,Brazil,"Sao Paulo","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,40,0,0,40,-
2005,Jul-Dec 2005,Americas,Brazil,"Sergipe","Rabies virus (Inf. with)","",Both animal categories,"",-,-,7,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Sergipe","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,4,0,0,4,-
2005,Jul-Dec 2005,Americas,Brazil,"Sergipe","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,-,Animal,11,0,0,11,-
2005,Jul-Dec 2005,Americas,Brazil,"Sergipe","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,-,Animal,11,0,0,11,-
2005,Jul-Dec 2005,Americas,Brazil,"Sergipe","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Brazil,"Tocantins","Rabies virus (Inf. with)","",Both animal categories,"",-,-,31,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,"Tocantins","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,28,0,0,28,-
2005,Jul-Dec 2005,Americas,Brazil,"Tocantins","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,8,0,0,8,-
2005,Jul-Dec 2005,Americas,Brazil,"Tocantins","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Canada,"Alberta","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Alberta","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,1,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"British Columbia","Rabies virus (Inf. with)","",Both animal categories,"",-,-,15,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"British Columbia","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,15,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Manitoba","Rabies virus (Inf. with)","",Both animal categories,"",-,-,35,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Manitoba","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,-,Animal,1,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Manitoba","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,2,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Manitoba","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,2,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Manitoba","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,30,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"New Brunswick","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"New Brunswick","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,1,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Nunavut","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Nunavut","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,2,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Ontario","Rabies virus (Inf. with)","",Both animal categories,"",-,-,55,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Ontario","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,-,Animal,1,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Ontario","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,2,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Ontario","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,52,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Quebec","Rabies virus (Inf. with)","",Both animal categories,"",-,-,6,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Quebec","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,6,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Saskatchewan","Rabies virus (Inf. with)","",Both animal categories,"",-,-,13,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Saskatchewan","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,1,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Saskatchewan","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,2,-,-,-,-
2005,Jul-Dec 2005,Americas,Canada,"Saskatchewan","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,10,-,-,-,-
2005,Jul-Dec 2005,Americas,Colombia,"Antioquia","Rabies virus (Inf. with)","",Both animal categories,"",-,-,8,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Colombia,"Antioquia","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,2680,Animal,21,0,0,21,0
2005,Jul-Dec 2005,Americas,Colombia,"Arauca","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Colombia,"Arauca","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,712,Animal,1,0,0,1,0
2005,Jul-Dec 2005,Americas,Colombia,"Arauca","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,50,Animal,2,0,0,2,0
2005,Jul-Dec 2005,Americas,Colombia,"Atlántico","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Colombia,"Atlántico","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,22,Animal,1,0,0,1,0
2005,Jul-Dec 2005,Americas,Colombia,"Bolivar","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Colombia,"Bolivar","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,194,Animal,3,0,0,3,0
2005,Jul-Dec 2005,Americas,Colombia,"Bolivar","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,29,Animal,1,0,0,1,0
2005,Jul-Dec 2005,Americas,Colombia,"Caquetá","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Colombia,"Caquetá","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,1976,Animal,17,0,0,17,0
2005,Jul-Dec 2005,Americas,Colombia,"Casanare","Rabies virus (Inf. with)","",Both animal categories,"",-,-,9,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Colombia,"Casanare","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,1176,Animal,21,0,0,21,0
2005,Jul-Dec 2005,Americas,Colombia,"Cauca","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Colombia,"Cauca","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,465,Animal,1,0,0,1,0
2005,Jul-Dec 2005,Americas,Colombia,"Cauca","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,2,Animal,2,0,0,2,0
2005,Jul-Dec 2005,Americas,Colombia,"Cesar","Rabies virus (Inf. with)","",Both animal categories,"",-,-,7,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Colombia,"Cesar","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,3167,Animal,15,0,0,15,0
2005,Jul-Dec 2005,Americas,Colombia,"Cesar","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,1,Animal,1,0,0,1,0
2005,Jul-Dec 2005,Americas,Colombia,"Chocó","Rabies virus (Inf. with)","",Both animal categories,"",-,-,8,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Colombia,"Chocó","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,2967,Animal,6,0,0,6,0
2005,Jul-Dec 2005,Americas,Colombia,"Chocó","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,23,Animal,4,0,0,4,0
2005,Jul-Dec 2005,Americas,Colombia,"Córdoba","Rabies virus (Inf. with)","",Both animal categories,"",-,-,8,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Colombia,"Córdoba","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,655,Animal,14,0,0,14,0
2005,Jul-Dec 2005,Americas,Colombia,"La Guajira","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Colombia,"La Guajira","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,400,Animal,1,0,0,1,0
2005,Jul-Dec 2005,Americas,Colombia,"Magdalena","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Colombia,"Magdalena","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,1,Animal,1,0,0,1,0
2005,Jul-Dec 2005,Americas,Colombia,"Putumayo","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Colombia,"Putumayo","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,5,Animal,1,0,0,1,0
2005,Jul-Dec 2005,Americas,Colombia,"Putumayo","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,5,Animal,5,0,0,5,0
2005,Jul-Dec 2005,Americas,Colombia,"Quindio","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Colombia,"Quindio","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,1053,Animal,11,0,0,11,0
2005,Jul-Dec 2005,Americas,Colombia,"Valle","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Colombia,"Valle","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,286,Animal,2,0,0,2,0
2005,Jul-Dec 2005,Americas,Costa Rica,"Costa Rica","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Costa Rica,"Costa Rica","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,494,Animal,2,0,0,2,1109
2005,Jul-Dec 2005,Americas,Cuba,"Cuba","Rabies virus (Inf. with)","",Both animal categories,"",-,-,12,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Cuba,"Cuba","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,2,Animal,2,2,0,0,0
2005,Jul-Dec 2005,Americas,Cuba,"Cuba","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,179,Animal,11,4,0,7,0
2005,Jul-Dec 2005,Americas,Cuba,"Cuba","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,4,Animal,4,4,0,0,-
2005,Jul-Dec 2005,Americas,Dominican (Rep.),"Dajabon","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,2,Animal,1,1,0,1,-
2005,Jul-Dec 2005,Americas,Dominican (Rep.),"Distrito Nacional","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,33,Animal,6,3,0,4,-
2005,Jul-Dec 2005,Americas,Dominican (Rep.),"Distrito Nacional","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,1,Animal,2,1,0,0,-
2005,Jul-Dec 2005,Americas,Dominican (Rep.),"El Seibo","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,1,Animal,1,1,0,0,-
